,index,text,labels
1148,1148,The jury couldnt reach a verdict on the rape charges I sometimes wonder how that might have been different if I had been in the room,6
1149,1149,And I often think to myself about my feelings during that case About how I felt quite sure that the defendant hadâ httpstcookQmxBmB,6
1150,1150,I do not think he was innocent I still dont think he was innocent     Thats why Not Guilty doesnt always mean inâ httpstcoUEdvTAjjrc,6
1151,1151,Being on a jury for a rape trial I saw first hand how difficult it was for the victim to recount her experiencesâ httpstcoLhBOEKaHyC,6
1152,1152,I watched her break down on the stand I watched the emotion pour out of her I watched her hide her face as we werâ httpstcoIDnMOgPRXZ,6
1153,1153,With everything that we saw and heard with everything that this man showed us about his character I cant believeâ httpstcoYxwFIdrZ,6
1154,1154,He seemed controlling abusive manipulative He lied deleted texts likely drugged her etc I firmly believe heâ httpstcoJrADfc,6
1155,1155,It was an incredibly difficult time a lesson in attempting to separate my feelings and my obligation as a member oâ httpstcoGosxtmSfB,6
1156,1156,I believe that the DPP at the time of sentencing indicated they would try to prosecute again for the rape chargesâ httpstcoNKBgMq,6
1157,1157,And as ever I cant help but loop right back to why would she put herself through this frivolously    She had notâ httpstcobhpfDQlWx,6
1158,1158,I asked myself this more than once In the several weeks I spent on that jury I never could come up with a singleâ httpstcoqxssmMJ,6
1159,1159,Le  avril  vers h du matin des pÃªcheurs espagnols dÃcouvrent avec horreur le cadavre dâun homme sur la câ httpstcoUmTRjZL,6
1160,1160,Le corps de ce pauvre gars est donc rapidement livrÃ aux autoritÃs espagnoles qui ne tardent pas Ã  dÃcouvrir ses paâ httpstcoWURsZWY,6
1161,1161,DÃtail poignant  Martin avait dans ses poches une photo et deux lettres dâamour de Pam sa fiancÃe ainsi quâun reâ httpstcoEDZrObYlb,6
1162,1162,Quant aux circonstances de la mort du capitaine les espagnols font vite le rapprochement avec cet avion de la RAFâ httpstcovXgaUmhm,6
1163,1163,Ãvidemment le consulat britannique est informÃ rapidement de cette dÃcouverte macabre et le viceconsul Francis Hâ httpstcojZvznNtZ,6
1164,1164,Et lÃ  câest la panique totale  la rÃponse de Londres est immÃdiate  Â La mallette  OÃ¹ est la mallette  Il fautâ httpstcoXPCjLu,6
1165,1165,Las câest trop tard La mallette est aux mains de la marine espagnole et dÃjÃ  les agents de lâAbwehr le renseigneâ httpstcodyugXCstc,6
1166,1166,Le  mai ils finissent par obtenir gain de cause et des copies des prÃcieux documents font un aller simple pour Beâ httpstcomZrSBGuv,6
1167,1167,Les nazis savent tout  câest bel est bien dans les Balkans que le dÃbarquement alliÃ doit avoir lieu et les opÃratâ httpstcoyZQULDCG,6
1168,1168,Ceux qui ont vu le loup ne dites rien,6
1169,1169,Coup de bol  Hitler convaincu que ce sont les Balkans que les AlliÃs visent nâa rien vu du toutâ httpstcoMhnCxgJ,6
1170,1170,Ã vrai dire Ãa nâa rien Ã  voir avec un coup de bol  Ãa fait des mois que les AlliÃs font feu de tout bois pour coâ httpstcoXQRRFfbho,6
1171,1171,Aucun avion de la RAF ne sâest ÃcrasÃ dans le golfe de Cadix le capitaine William Martin nâexiste pas Pam est enâ httpstcowZYLtOvmG,6
1172,1172,Le  juillet les AlliÃs dÃclenchent lâopÃration Husky et envahissent la Sicile comme prÃvu mais Hitler sâest telleâ httpstcoAARcpAqb,6
1173,1173,Le chef dâorchestre de ce petit bijou de dÃsinformation câest le capitaine Ewen Montagu De la crÃation du capitaiâ httpstcoEafJYOnZfD,6
1174,1174,Et devinez qui a pondu cette idÃe digne dâun roman dâespionnage     Eh bien câest sans doute le lieutenant commanderâ httpstcoWwgGbdqxy,6
1175,1175,Si vous avez aimÃ cette histoire il y en a dautres Le menu est ici   httpstcoylOMNvQ,6
1176,1176,Devin Nunes issued subpoena to David Kramer who in late November  traveled to London to receive briefingâ httpstcoDbocjydW,6
1177,1177,David J Kramer   The guy who is the key in linking John McCain to the TrumpRussia Dossier By now if you areâ httpstcolzzwkgkq,6
1178,1178,McCain later took copy of the dossier to James Comey But FBI already had the document Steele himself gave theâ httpstcoTosJQfSVSe,6
1179,1179,During that interview Kramer told House investigators he knew identities of Russian sources for the allegationsâ httpstcoRhTIeYXKmM,6
1180,1180,Yes The McCain Institute for international leadership Can you say oxymoron All moron no oxygen httpstcomPqWyBMf,6
1181,1181,Kramer served eight years in the US Department of State including Assistant Secretary of State for Democracyâ httpstcoHktMVsDlX,6
1182,1182,Knowing the sources of the Dossier is critical but we do not even know if there is ANY thing factually correctâ httpstcoIrFJNzyJ,6
1183,1183,Kramer is Affiliated Senior Fellow at McCain Institute for International Leadership at Arizona State Universityâ httpstcoJwhyThLEh,6
1184,1184,Wait so he was a Russia Expert even before he entered the US Dept of Statre Yes its in his bio why dont yâ httpstcokJBARrl,6
1185,1185,Russia Did you say Russia Yes I said Russia Read his bio in  please What the hell What did he do before joining the US government,6
1186,1186,Before joining US Government Kramer was Senior Fellow New American Century Associate Director of Russian aâ httpstcoBcQtgXUkT,6
1187,1187,If you are so inclined here is The Association of Diplomatic Studies and Training interview in its entirety Itâ httpstcoXegWXNeXI,6
1188,1188,But I know you the reader prefer the short version So here are the screen shots of all Russia pages httpstcosZcxegNB,6
1189,1189,Here are some more To Recap Kramer is a Russia expert of Sorts the fact that he is involved with the TrumpRâ httpstcoNPrcVpIoa,6
1190,1190,Why does John McCain appear to have independently alerted the FBI via Kramer to the Dossier And the FBI alreadâ httpstcoQYWXXLQgd,6
1191,1191,McCain famously said âUpon examination of contents unable to make judgment about their accuracy I deliveredâ httpstcopCEQBoqz,6
1192,1192,John McCain and David Kramer are now inducted into the ever burgeoning ranks of the Circle of Filth    One câ httpstcoYoIUXuvo,6
1193,1193,In his take SinaToossi claims the âClinton and Obama administrationsâ thought about the Iranian people convenâ httpstcopsaRFxVl,6
1194,1194,SinaToossi blows his cover by mentioning âregime changeâ making clear his mission being a Tehran apologistâ httpstcoFldsHxoWic,6
1195,1195,SinaToossi voices his main concern being the IranProtests by attempting to downsize the  uprisingâ httpstcoMFqddZFKv,6
1196,1196,Iran is exactly a faceoff between a âtotalitarian regimeâ against the âoppressed peopleâ The likes ofâ httpstconEbkVodBR,6
1197,1197,By criticizing Trumpâs support for the Iranian peopleâs nationwide demonstrations SinaToossi makes it clear hâ httpstcoOlCyBYU,6
1198,1198,SinaToossi deliberately downsizes the antigovernment nature of the RegimeChange protests And he uses the woâ httpstconDkvorBXpZ,6
1199,1199,SinaToossi says âMany looked worryingly at the vandalism and violenceâ regarding the  protests yet dâ httpstcoKQWohRTtV,6
1200,1200,SinaToossi claims to be in touch with the people in saying âAn overarching fear was that that Iran could becomâ httpstcomPSyRBsVi,6
1201,1201,âDespite restrictions protests do happen and Iran has an active political life amp civil society Political debâ httpstcotWzzQSVe,6
1202,1202,âParliamentary and presidential elections are consequently competitive and affect state policiesâ  Of courseâ httpstcowRToFJHSFF,6
1203,1203,Branding the Iranian opposition PMOIMEK as âcultishâ also blows SinaToossiâs cover as this is the terminoloâ httpstcoqSwhbe,6
1204,1204,SinaToossi goes the distance to portray an innocent image of Rouhani striving to bring about change in Iranâ httpstcowXjRGoBq,6
1205,1205,And by twice again mentioning the PMOIMEK amp their close relations with Trumpâs National Security Advisor Johnâ httpstcokiXDXNFle,6
1206,1206,And when SinaToossi quotes âIranbased analyst Fareed Marjaeeâ rest assured both are Iran apologists amp anyâ httpstcoqZZZDKqN,6
1207,1207,And when a writer like SinaToossi enjoys support from the likes of BarbaraSlavin a diehard Iran regimeâ httpstcoFOmlSPqH,6
1208,1208,And some advice to SinaToossi  Donât ever raise the preposterous ârally around the flagâ claim again  You knoâ httpstcoIPaWwvjxu,6
1209,1209,BREAKING NEWS at The Washington Post is the story I wrote over a year ago about the FBI sitting on Comeys requestâ httpstcoKQGbcwNm,6
1210,1210,Long story short I showed in four late early  articles in The Huffington Post that the NYC field officâ httpstcoUCSxpbmRO,6
1211,1211,While agents in Trumplandiaâwhat the NYC field office of the FBI was called due to its militant proTrump factâ httpstcoZesTwsfNd,6
1212,1212,Ive long thought the Inspector Generals reportâand Horowitz generallyâcould be a possible second savior aftâ httpstcosTMsvBLbN,6
1213,1213,Heres my articleâfrom over a year agoâon todays breaking WaPo news     The article incorporates via link seeâ httpstcoKnendpbgV,6
1214,1214,By the way FOIAretrieved emails between McCabe and Comey confirm that while McCabe was amping up Comeys fearâ httpstcoWKCanbEUf,6
1215,1215,Remember Comey said under oathâat a hearing Trump watched and during which Trump decided to fire himâthat he wâ httpstcoIhPZaCFSDH,6
1216,1216,The Inspector Generals report could be the turning of the tide Trump critics have waited for as it should showâ httpstcoPsxXUD,6
1217,1217,I recommend that you read any attempt to paint McCabe as the villain here and agents in New York as conscientioâ httpstcoXTxZcRU,6
1218,1218,Likewise any claim the FBI sat on these emails to aid Clinton has it hilariously backwardâthroughout Octoberâ httpstcofbVcEBspQ,6
1219,1219,In Summer  it looked like the True Pundit Hoax story also known as the Trumplandia conspiracy was goiâ httpstcoDfTHodaR,6
1220,1220,Im going through old tweets and finding at least one tweet begging media to cover the Trumplandia conspiracyâ httpstcovnBcXQCzI,6
1221,1221,PS DevlinBarrettwashingtonpost will regret writing this story the way they did McCabeâper Comeyâwas a victimâ httpstcojvvrTyfWI,6
1222,1222,PS IG Horowitz will soon askâor has alreadyâwhy McCabe emailed the True Pundit Hoax to Comey warning him of falseâ httpstcoGtrlpxBDeh,6
1223,1223,PS Heres your chief clue on all this Comeys Twitter feed makes crystal clear that Comey believes McCabe is â httpstcoYmyxvmncYp,6
1224,1224,PS The question Trump appointee Chris Wray will shortly have to answer is why he bought Trump agent Devin Nunesâ httpstcoKXmQDXiZ,6
1225,1225,PS The early indications were the new emails were duplicates which didnt suit the proTrump FBI agents in NYCâ httpstcoUzQnXGtqfh,6
1226,1226,CONCLUSION Given all this the narrative being set up by DevlinBarrett and washingtonpost contradicts every piecâ httpstcodPBltKhKeP,6
1227,1227,At a campaign rally just over two years Trump said I could stand in the middle of th Avenue and shoot somebodyâ httpstcocrefubrUB,6
1228,1228,Trumps approval ratings are at historic lows for a president at this stage in his tenure but at least four out ofâ httpstcoeUilwOcpa,6
1229,1229,Trump owns the Republican base And almost all GOP leaders support him as well  whether because of that or becauâ httpstcoHqhWphkZX,6
1230,1230,The last year has featured Trump giving party leaders every opportunity and reason to revolt and them continuing tâ httpstcosOPryqAsr,6
1231,1231,Credible reports that the presidents lawyer paid off an adult film actress to keep her from divulging an affair atâ httpstcoNmRyqMq,6
1232,1232,President fires the FBI director and admits he did so because of a federal investigation into his administration That happened,6
1233,1233,Inability to firmly reject white nationalists who chanted the Jews will not replace us after one killed a woman at a rally That happened,6
1234,1234,Four different top aides indicted or pleading guilty while the president suggests the DOJ should be serving him personally That happened,6
1235,1235,Endorse an already racist and antidemocratic candidate amid numerous credible allegations of child molestation That happened,6
1236,1236,Use the presidency for selfenrichment Not only did that happen but theyre actively helping Its not a coincideâ httpstcoxBjFYwel,6
1237,1237,Shockingly few congressional Republicans have responded to all of this by taking action A handful have offered criâ httpstcoAJpTpsHOYr,6
1238,1238,There does not seem to be a point where members of Trumps cabinet or White House decide that enough is enough andâ httpstcoXHCeLsi,6
1239,1239,Wheres the line Trump could cross and lose the support of his congressional allies,6
1240,1240,I dont think its firing Robert Mueller as much as people like Lindsey Graham might wish that were so When thatâ httpstcoOpfnLpVsg,6
1241,1241,I think the Stormy Daniels situation makes clear it cant be anything related to his personal life Theres littleâ httpstcoXmzweMuwl,6
1242,1242,He is remaking the Republican Party in his own image as a cult And theres little evidence that process can be interrupted end,6
1243,1243,In reality McCabe was poised to leave in two months anyway He reaches full retirement in Marchish His departureâ httpstcofBcAwbjk,6
1244,1244,Stressing out about the days news    This may help    A shortie on the doings at the FBI,6
1245,1245,Earlier today it was announced that FBI Deputy Director Andrew McCabe was leaving effective immediately    With Truâ httpstcoELYyuueL,6
1246,1246,but while people worry Wray may be less than a good guy his actions thus far are incredibly comforting    Afterâ httpstcoDstgoOatw,6
1247,1247,As FBI Director he has now pushed aside two people Trump was critical of James Baker and Andrew McCabe    In normâ httpstcohqRFxMxT,6
1248,1248,Wray is exDepartment of Justice He worked under Jim Comey He won the highest award for service in DOJ    Hes a Jâ httpstcocyILywqRw,6
1249,1249,The key thing is looking at who Chris Wray appoints to replaces him    Now as background Trump thought Wray was goâ httpstcorBiZcBGIr,6
1250,1250,Today immediately after apparently nudging McCabe out the door Wray announced his replacement     and the guyâ httpstcosjnQawMV,6
1251,1251,Bowditch isnt JUST an FBI veteran he has the kind of pedigree Republicans would usually experience the kind of erâ httpstcoXNfsnBA,6
1252,1252,Andrew McCabe had become a distraction and Trump had found some storylines that were effectively muddying the waterâ httpstcoZDUuYAm,6
1253,1253,Wray just screwed Trump so damn hard its gonna leave a mark and Trump is too dumb to even realize he just gotâ httpstcoaarcjoZfHr,6
1254,1254,He fought gangs and was instrumental in a historymaking gang prosecution     The guy is a caricature of the kind ofâ httpstcoBcZMdQiAL,6
1255,1255,Even better Bowditchs elevation entirely earns the trust of the rank and file FBI They have now seen twice thatâ httpstcopCXzZcSy,6
1256,1256,The most delicious little morsel in this pie to the face is this though    Chris Wray just sent a decibel messaâ httpstcoshuXyOdbx,6
1257,1257,ps Bowditch is so perfect an appointee Im LOLing    Wray just took Trumps rhetoric and shoved it down his throatâ httpstcoskzaQwZPPV,6
1258,1258,I could post article after article about Bowditch Just Google the guy     He is comically perfect as the face of laâ httpstcoLoRMNAXVX,6
1259,1259,Were reaching a constitutional crisis And what is truly frightening is its not being caused by a single brancâ httpstcozrhvnNgIj,6
1260,1260,Weve witnessed attacks on law enforcement and intelligence community that are unprecedented in American historyâ httpstcoXIpwirMV,7
1261,1261,Today is a key dayTrump and his allies have successfully driven out an important member of the FBI  a Repubâ httpstcoPvILMxFbkd,7
1262,1262,threat who must be destroyed But the more important attack is coming against ANOTHER Republican Rod Rosenstâ httpstcozMXmoBaP,7
1263,1263,who cares whether he was once paid by a campaign But by attacking Steele  NOT his information  the GOP anâ httpstcoYfWOVebS,7
1264,1264,we have to look at what this infamous memo says We now know it creates this bogus narrative that Rosensteâ httpstcofZfoGgVYzc,7
1265,1265,further confirmation there was enough for the FIRST application and now you had a witness providing additionaâ httpstcoBliFpwHKP,7
1266,1266,someone else and then go at Mueller This is NOT the behavior of innocent people This is the behavior of extreâ httpstcoEghWqRQzc,7
1267,1267,standard congressional oversight into obstruction His acts towards obstruction are one or two steps away fromâ httpstcoIMqkcJlX,7
1268,1268,has DevinNunes ever been to Russia This is not explainable by simply Trump adoration In fact if Trump follâ httpstcohwoxcciPc,7
